order_id,customer_id,restaurant_id,order_time,delivery_time,customer_location,restaurant_location,order_value,rating
4054773,595,97,2024-05-05 04:15:09,2024-05-05 05:45:09,Address 37,Restaurant 97,26.74,2
7157947,268,41,2024-04-22 03:20:09,2024-04-22 04:03:09,Address 80,Restaurant 41,40.5,2
2762312,494,37,2024-05-01 03:01:09,2024-05-01 04:36:09,Address 82,Restaurant 37,22.39,1
7638822,572,40,2024-04-15 11:17:09,2024-04-15 12:40:09,Address 25,Restaurant 40,16.12,2
4998724,474,80,2024-05-01 14:31:09,2024-05-01 14:56:09,Address 88,Restaurant 80,17.02,5
3665393,949,80,2024-04-21 20:50:09,2024-04-21 21:45:09,Address 42,Restaurant 80,6.39,1
4946718,368,5,2024-04-26 07:27:09,2024-04-26 08:15:09,Address 71,Restaurant 5,19.96,2
9742390,892,17,2024-04-15 21:41:09,2024-04-15 23:17:09,Address 51,Restaurant 17,18.28,4
9832791,141,3,2024-05-03 03:41:09,2024-05-03 04:26:09,Address 16,Restaurant 3,34.2,3
3717769,380,48,2024-04-17 11:32:09,2024-04-17 12:59:09,Address 94,Restaurant 48,7.44,5
8262349,535,9,2024-04-16 05:44:09,2024-04-16 06:14:09,Address 7,Restaurant 9,49.56,1
7910199,166,51,2024-04-13 08:18:09,2024-04-13 08:28:09,Address 10,Restaurant 51,32.13,5
760997,310,24,2024-04-20 04:16:09,2024-04-20 05:10:09,Address 98,Restaurant 24,19.8,2
6085368,450,94,2024-05-01 06:17:09,2024-05-01 07:41:09,Address 25,Restaurant 94,7.74,4
8104830,444,16,2024-04-06 19:06:09,2024-04-06 19:47:09,Address 80,Restaurant 16,21.38,2
7807662,491,97,2024-04-18 00:34:09,2024-04-18 01:03:09,Address 83,Restaurant 97,27.6,3
2645243,269,41,2024-04-23 00:21:09,2024-04-23 02:19:09,Address 82,Restaurant 41,23.85,3
6856561,377,54,2024-04-21 09:35:09,2024-04-21 10:25:09,Address 92,Restaurant 54,29.53,2
6739734,125,77,2024-05-03 09:41:09,2024-05-03 11:30:09,Address 26,Restaurant 77,14.34,3
7963871,884,38,2024-04-23 00:13:09,2024-04-23 00:34:09,Address 79,Restaurant 38,21.29,1
9299868,745,97,2024-04-25 19:21:09,2024-04-25 20:30:09,Address 19,Restaurant 97,9.64,5
1553416,247,55,2024-04-24 16:29:09,2024-04-24 17:11:09,Address 73,Restaurant 55,8.32,4
1673813,810,21,2024-04-15 15:37:09,2024-04-15 16:21:09,Address 44,Restaurant 21,5.17,5
8095081,386,44,2024-04-10 05:41:09,2024-04-10 06:52:09,Address 10,Restaurant 44,37.55,4
4409568,368,34,2024-04-13 21:21:09,2024-04-13 21:33:09,Address 40,Restaurant 34,40.1,5
6117133,113,42,2024-04-07 21:08:09,2024-04-07 22:58:09,Address 32,Restaurant 42,46.64,3
5551122,254,17,2024-04-16 01:46:09,2024-04-16 02:38:09,Address 48,Restaurant 17,9.43,3
9610176,368,71,2024-04-21 15:17:09,2024-04-21 16:35:09,Address 38,Restaurant 71,47.0,3
7114890,838,52,2024-04-12 18:02:09,2024-04-12 18:48:09,Address 88,Restaurant 52,13.13,4
1885809,693,13,2024-04-30 01:32:09,2024-04-30 02:06:09,Address 80,Restaurant 13,48.81,2
3160413,832,75,2024-05-02 08:04:09,2024-05-02 08:29:09,Address 13,Restaurant 75,46.91,3
5995229,165,89,2024-04-24 05:44:09,2024-04-24 06:57:09,Address 79,Restaurant 89,28.15,2
2890382,144,64,2024-04-26 21:07:09,2024-04-26 22:45:09,Address 70,Restaurant 64,22.98,1
5823345,871,34,2024-04-14 16:51:09,2024-04-14 18:14:09,Address 73,Restaurant 34,37.56,2
6560330,293,65,2024-05-01 02:24:09,2024-05-01 03:21:09,Address 99,Restaurant 65,14.32,2
1419683,801,14,2024-05-01 21:16:09,2024-05-01 21:44:09,Address 15,Restaurant 14,17.13,5
7488523,118,59,2024-04-28 16:51:09,2024-04-28 17:47:09,Address 10,Restaurant 59,29.82,5
8676378,583,75,2024-05-05 08:24:09,2024-05-05 09:05:09,Address 49,Restaurant 75,18.73,5
3308650,581,67,2024-04-10 01:15:09,2024-04-10 03:11:09,Address 60,Restaurant 67,44.5,2
8011390,586,48,2024-04-06 15:45:09,2024-04-06 16:45:09,Address 23,Restaurant 48,37.48,5
3323480,642,35,2024-04-20 10:12:09,2024-04-20 10:50:09,Address 13,Restaurant 35,27.52,1
8236852,913,48,2024-04-06 04:43:09,2024-04-06 05:39:09,Address 48,Restaurant 48,16.97,4
8955403,590,13,2024-04-08 23:38:09,2024-04-09 00:18:09,Address 63,Restaurant 13,10.73,1
3689575,885,65,2024-04-06 08:14:09,2024-04-06 09:58:09,Address 80,Restaurant 65,22.96,4
707003,278,32,2024-05-02 13:51:09,2024-05-02 15:35:09,Address 61,Restaurant 32,17.43,1
2087482,326,5,2024-04-27 10:24:09,2024-04-27 10:59:09,Address 45,Restaurant 5,7.94,1
7640140,514,85,2024-04-08 03:36:09,2024-04-08 03:52:09,Address 43,Restaurant 85,16.89,1
179943,881,49,2024-04-16 05:35:09,2024-04-16 06:00:09,Address 68,Restaurant 49,25.43,4
8397578,748,62,2024-04-18 21:43:09,2024-04-18 22:46:09,Address 42,Restaurant 62,32.59,1
8803621,619,61,2024-04-11 05:50:09,2024-04-11 06:16:09,Address 74,Restaurant 61,31.65,1
2643686,160,19,2024-04-28 20:22:09,2024-04-28 21:55:09,Address 31,Restaurant 19,22.44,2
4017297,889,3,2024-04-16 03:50:09,2024-04-16 05:00:09,Address 28,Restaurant 3,28.68,5
5104324,911,66,2024-04-30 05:07:09,2024-04-30 06:55:09,Address 12,Restaurant 66,6.94,4
9728288,266,17,2024-04-15 00:51:09,2024-04-15 01:45:09,Address 10,Restaurant 17,31.64,5
7141598,416,9,2024-04-11 19:10:09,2024-04-11 20:23:09,Address 86,Restaurant 9,40.24,5
2213407,929,21,2024-04-07 09:18:09,2024-04-07 09:28:09,Address 98,Restaurant 21,17.03,3
1168447,283,66,2024-04-07 20:21:09,2024-04-07 21:09:09,Address 67,Restaurant 66,16.96,1
9151118,868,74,2024-04-13 22:14:09,2024-04-14 00:02:09,Address 11,Restaurant 74,20.55,2
262358,436,67,2024-04-14 15:24:09,2024-04-14 16:53:09,Address 29,Restaurant 67,14.9,5
1092965,650,68,2024-04-27 03:19:09,2024-04-27 03:55:09,Address 43,Restaurant 68,43.69,3
9856308,815,50,2024-04-18 15:15:09,2024-04-18 15:30:09,Address 68,Restaurant 50,36.21,4
3405364,641,15,2024-04-16 08:46:09,2024-04-16 10:39:09,Address 41,Restaurant 15,21.99,4
7675382,626,64,2024-04-15 13:25:09,2024-04-15 14:44:09,Address 28,Restaurant 64,27.96,3
6714213,487,44,2024-05-01 14:33:09,2024-05-01 15:30:09,Address 62,Restaurant 44,42.68,4
2281634,990,98,2024-04-17 05:33:09,2024-04-17 07:21:09,Address 37,Restaurant 98,45.73,5
4527161,949,74,2024-04-21 22:14:09,2024-04-21 22:55:09,Address 59,Restaurant 74,24.62,2
1570466,987,23,2024-04-07 08:18:09,2024-04-07 10:15:09,Address 61,Restaurant 23,46.45,4
9667604,287,97,2024-04-07 09:01:09,2024-04-07 09:14:09,Address 21,Restaurant 97,18.8,4
3274811,883,80,2024-04-19 19:25:09,2024-04-19 20:08:09,Address 52,Restaurant 80,30.0,1
7505955,158,83,2024-04-21 19:13:09,2024-04-21 20:12:09,Address 58,Restaurant 83,25.45,5
1270552,976,40,2024-04-28 06:42:09,2024-04-28 08:00:09,Address 10,Restaurant 40,42.19,4
6153665,147,38,2024-04-07 18:05:09,2024-04-07 19:59:09,Address 96,Restaurant 38,27.7,1
6443913,696,73,2024-05-03 21:15:09,2024-05-03 21:35:09,Address 13,Restaurant 73,44.53,4
6628056,856,38,2024-04-14 01:05:09,2024-04-14 01:44:09,Address 79,Restaurant 38,9.01,2
5815532,140,83,2024-04-30 14:24:09,2024-04-30 15:35:09,Address 69,Restaurant 83,18.94,3
9675743,217,6,2024-04-27 02:48:09,2024-04-27 03:13:09,Address 10,Restaurant 6,9.83,5
6820866,613,88,2024-04-29 09:14:09,2024-04-29 09:47:09,Address 46,Restaurant 88,32.83,1
6064622,198,16,2024-04-20 02:46:09,2024-04-20 03:11:09,Address 68,Restaurant 16,44.81,5
2341309,168,97,2024-04-19 11:01:09,2024-04-19 12:15:09,Address 46,Restaurant 97,19.62,5
1126742,464,35,2024-05-04 19:41:09,2024-05-04 21:07:09,Address 60,Restaurant 35,18.27,5
8754853,932,91,2024-04-22 19:02:09,2024-04-22 19:39:09,Address 9,Restaurant 91,42.49,3
9931940,484,56,2024-04-24 03:53:09,2024-04-24 04:17:09,Address 30,Restaurant 56,16.83,4
5116276,812,53,2024-04-17 09:50:09,2024-04-17 11:49:09,Address 42,Restaurant 53,43.9,2
7885667,279,59,2024-04-12 01:42:09,2024-04-12 03:28:09,Address 36,Restaurant 59,8.22,3
7910259,517,47,2024-04-11 17:26:09,2024-04-11 19:16:09,Address 64,Restaurant 47,37.69,1
2443854,486,16,2024-04-12 03:10:09,2024-04-12 04:56:09,Address 97,Restaurant 16,43.76,3
4217187,274,43,2024-05-03 02:22:09,2024-05-03 03:30:09,Address 88,Restaurant 43,14.95,3
6283623,454,19,2024-04-15 19:31:09,2024-04-15 20:55:09,Address 15,Restaurant 19,34.29,4
7591178,439,30,2024-04-21 21:40:09,2024-04-21 22:04:09,Address 29,Restaurant 30,32.95,3
9119283,788,79,2024-04-08 07:50:09,2024-04-08 09:42:09,Address 72,Restaurant 79,46.64,2
1887355,566,82,2024-04-22 17:22:09,2024-04-22 18:55:09,Address 61,Restaurant 82,5.24,5
7431910,317,19,2024-04-20 11:28:09,2024-04-20 12:46:09,Address 45,Restaurant 19,45.15,1
1111689,377,29,2024-04-13 15:37:09,2024-04-13 16:13:09,Address 14,Restaurant 29,11.99,3
4985144,478,7,2024-04-11 04:50:09,2024-04-11 05:34:09,Address 57,Restaurant 7,15.25,3
121024,826,56,2024-04-29 20:17:09,2024-04-29 21:28:09,Address 48,Restaurant 56,32.1,5
4260417,850,8,2024-04-10 20:35:09,2024-04-10 22:08:09,Address 22,Restaurant 8,21.53,3
9370728,579,5,2024-04-07 21:11:09,2024-04-07 21:53:09,Address 51,Restaurant 5,39.73,5
1973809,633,90,2024-05-02 06:11:09,2024-05-02 06:54:09,Address 30,Restaurant 90,33.58,2
9959921,182,84,2024-04-10 12:57:09,2024-04-10 13:30:09,Address 14,Restaurant 84,7.86,1
2637725,815,20,2024-04-12 00:05:09,2024-04-12 00:34:09,Address 57,Restaurant 20,20.46,5
8761769,485,45,2024-04-15 20:38:09,2024-04-15 21:08:09,Address 45,Restaurant 45,27.16,2
9301850,803,14,2024-04-20 13:31:09,2024-04-20 14:54:09,Address 40,Restaurant 14,27.15,2
957440,456,87,2024-04-15 13:38:09,2024-04-15 14:39:09,Address 63,Restaurant 87,19.86,1
9448074,580,70,2024-04-29 07:02:09,2024-04-29 08:04:09,Address 87,Restaurant 70,27.22,2
5955826,987,56,2024-04-09 23:49:09,2024-04-10 00:52:09,Address 28,Restaurant 56,10.97,5
1147957,517,6,2024-04-07 00:11:09,2024-04-07 00:38:09,Address 67,Restaurant 6,42.85,4
4049731,730,36,2024-04-29 03:03:09,2024-04-29 04:56:09,Address 96,Restaurant 36,48.95,5
2828357,465,20,2024-04-15 06:21:09,2024-04-15 07:19:09,Address 30,Restaurant 20,14.65,4
291289,530,77,2024-04-13 10:21:09,2024-04-13 11:36:09,Address 84,Restaurant 77,41.59,5
9890128,184,70,2024-04-06 19:10:09,2024-04-06 19:46:09,Address 64,Restaurant 70,37.09,3
5913686,536,15,2024-04-27 18:10:09,2024-04-27 19:12:09,Address 93,Restaurant 15,19.37,1
7059429,258,6,2024-04-10 00:36:09,2024-04-10 02:18:09,Address 25,Restaurant 6,9.75,1
6004191,531,35,2024-04-07 15:54:09,2024-04-07 16:11:09,Address 78,Restaurant 35,23.35,4
233585,887,32,2024-04-11 00:59:09,2024-04-11 01:44:09,Address 56,Restaurant 32,47.67,3
408989,943,3,2024-04-23 00:42:09,2024-04-23 02:03:09,Address 4,Restaurant 3,26.88,2
6124649,626,90,2024-04-28 03:23:09,2024-04-28 04:19:09,Address 12,Restaurant 90,6.18,4
8056138,801,10,2024-04-08 11:34:09,2024-04-08 12:21:09,Address 85,Restaurant 10,15.52,2
6694699,142,60,2024-04-22 19:39:09,2024-04-22 20:55:09,Address 53,Restaurant 60,31.42,3
7141865,580,68,2024-04-16 13:32:09,2024-04-16 14:48:09,Address 71,Restaurant 68,26.44,4
4961683,633,13,2024-04-13 06:50:09,2024-04-13 07:15:09,Address 46,Restaurant 13,5.28,2
1676804,553,37,2024-04-08 00:06:09,2024-04-08 01:00:09,Address 22,Restaurant 37,46.46,3
1514685,903,25,2024-04-16 05:16:09,2024-04-16 06:21:09,Address 92,Restaurant 25,29.88,3
414192,971,91,2024-04-15 22:28:09,2024-04-15 22:58:09,Address 8,Restaurant 91,30.92,1
903061,462,41,2024-04-21 05:20:09,2024-04-21 07:00:09,Address 23,Restaurant 41,36.03,1
2564188,780,12,2024-04-30 00:24:09,2024-04-30 00:39:09,Address 14,Restaurant 12,30.41,1
7262801,971,57,2024-05-02 11:00:09,2024-05-02 12:48:09,Address 36,Restaurant 57,49.18,1
520128,400,43,2024-04-21 02:00:09,2024-04-21 03:56:09,Address 85,Restaurant 43,22.78,5
6016700,390,67,2024-04-16 14:41:09,2024-04-16 15:01:09,Address 91,Restaurant 67,31.47,1
4079272,334,58,2024-04-13 15:21:09,2024-04-13 17:02:09,Address 66,Restaurant 58,18.57,4
5728234,120,11,2024-04-20 14:46:09,2024-04-20 16:32:09,Address 95,Restaurant 11,28.62,1
1917352,649,87,2024-05-05 10:44:09,2024-05-05 11:27:09,Address 1,Restaurant 87,47.46,1
380688,572,83,2024-04-11 17:47:09,2024-04-11 18:35:09,Address 88,Restaurant 83,29.79,5
4738641,828,91,2024-04-10 07:50:09,2024-04-10 09:31:09,Address 39,Restaurant 91,26.27,4
6104448,978,89,2024-04-09 11:31:09,2024-04-09 13:05:09,Address 47,Restaurant 89,16.77,5
2916543,999,14,2024-04-08 06:15:09,2024-04-08 07:43:09,Address 94,Restaurant 14,20.36,2
4624032,880,54,2024-04-29 18:11:09,2024-04-29 18:47:09,Address 33,Restaurant 54,14.15,2
4229166,101,56,2024-04-22 16:28:09,2024-04-22 18:18:09,Address 72,Restaurant 56,25.59,1
4735855,505,62,2024-04-06 19:37:09,2024-04-06 21:34:09,Address 54,Restaurant 62,24.99,2
3708609,634,65,2024-04-21 17:42:09,2024-04-21 17:54:09,Address 76,Restaurant 65,8.82,3
4082094,534,74,2024-04-25 08:14:09,2024-04-25 09:57:09,Address 94,Restaurant 74,8.11,2
3650651,215,78,2024-04-08 21:05:09,2024-04-08 22:33:09,Address 63,Restaurant 78,14.02,2
4977177,199,74,2024-04-12 10:59:09,2024-04-12 12:11:09,Address 95,Restaurant 74,41.86,4
6650636,275,82,2024-04-12 22:18:09,2024-04-12 23:20:09,Address 78,Restaurant 82,43.24,4
2050827,949,75,2024-05-02 06:28:09,2024-05-02 06:59:09,Address 37,Restaurant 75,8.53,1
1350945,145,71,2024-04-17 02:51:09,2024-04-17 04:24:09,Address 34,Restaurant 71,45.55,3
1809974,337,51,2024-04-19 02:03:09,2024-04-19 03:15:09,Address 99,Restaurant 51,23.94,3
2809715,842,13,2024-04-18 00:23:09,2024-04-18 01:02:09,Address 37,Restaurant 13,17.97,4
6652228,765,22,2024-04-14 07:40:09,2024-04-14 09:05:09,Address 98,Restaurant 22,31.35,2
2234059,215,60,2024-04-18 21:53:09,2024-04-18 23:24:09,Address 92,Restaurant 60,13.16,4
2145546,988,32,2024-04-18 22:30:09,2024-04-18 22:51:09,Address 5,Restaurant 32,41.65,5
9751836,230,6,2024-04-16 06:32:09,2024-04-16 07:18:09,Address 99,Restaurant 6,42.83,4
6000656,959,84,2024-04-27 17:38:09,2024-04-27 19:03:09,Address 97,Restaurant 84,11.8,4
7081522,969,75,2024-04-30 14:32:09,2024-04-30 14:56:09,Address 28,Restaurant 75,9.38,5
9980098,754,68,2024-04-28 05:11:09,2024-04-28 05:38:09,Address 9,Restaurant 68,22.34,4
3299895,735,83,2024-04-13 00:21:09,2024-04-13 00:55:09,Address 65,Restaurant 83,25.85,5
5100224,603,13,2024-05-04 10:26:09,2024-05-04 10:44:09,Address 33,Restaurant 13,44.21,4
7829521,736,87,2024-05-04 17:49:09,2024-05-04 19:40:09,Address 96,Restaurant 87,37.59,5
9860483,463,64,2024-04-29 20:42:09,2024-04-29 22:26:09,Address 96,Restaurant 64,32.4,1
2205349,518,56,2024-04-13 10:48:09,2024-04-13 11:25:09,Address 26,Restaurant 56,36.71,2
6443510,629,13,2024-04-06 20:13:09,2024-04-06 20:29:09,Address 48,Restaurant 13,6.47,4
9710655,570,99,2024-04-14 19:08:09,2024-04-14 20:17:09,Address 6,Restaurant 99,6.19,3
5452740,816,86,2024-04-10 17:52:09,2024-04-10 18:54:09,Address 9,Restaurant 86,45.31,5
9571763,891,41,2024-04-30 09:35:09,2024-04-30 10:47:09,Address 43,Restaurant 41,15.63,1
290394,903,55,2024-04-08 17:23:09,2024-04-08 18:51:09,Address 28,Restaurant 55,43.07,5
3063595,151,75,2024-04-10 06:51:09,2024-04-10 08:20:09,Address 33,Restaurant 75,17.67,3
9547426,389,63,2024-04-22 01:36:09,2024-04-22 03:35:09,Address 4,Restaurant 63,30.23,3
9898379,396,26,2024-04-05 13:08:09,2024-04-05 14:09:09,Address 58,Restaurant 26,9.62,5
1182024,405,83,2024-04-11 15:02:09,2024-04-11 16:09:09,Address 25,Restaurant 83,49.61,5
1861442,510,55,2024-04-08 23:35:09,2024-04-09 01:18:09,Address 4,Restaurant 55,9.65,2
5015294,124,16,2024-04-07 19:57:09,2024-04-07 20:50:09,Address 94,Restaurant 16,19.18,4
8158041,846,86,2024-04-05 15:41:09,2024-04-05 16:15:09,Address 31,Restaurant 86,36.68,1
607534,228,98,2024-04-17 09:27:09,2024-04-17 10:40:09,Address 33,Restaurant 98,44.11,3
1787954,373,84,2024-04-07 03:04:09,2024-04-07 04:36:09,Address 79,Restaurant 84,49.43,2
7361619,141,20,2024-04-27 17:46:09,2024-04-27 18:33:09,Address 85,Restaurant 20,40.64,5
4737675,324,87,2024-05-04 07:42:09,2024-05-04 08:24:09,Address 91,Restaurant 87,24.98,3
3100844,149,69,2024-04-20 21:04:09,2024-04-20 21:29:09,Address 59,Restaurant 69,20.92,1
5446909,576,47,2024-05-03 02:07:09,2024-05-03 04:06:09,Address 21,Restaurant 47,19.19,3
1503833,984,49,2024-04-15 20:46:09,2024-04-15 22:20:09,Address 92,Restaurant 49,29.11,4
5386431,521,2,2024-04-13 10:48:09,2024-04-13 11:58:09,Address 30,Restaurant 2,33.98,4
7724235,284,38,2024-05-03 09:40:09,2024-05-03 10:47:09,Address 72,Restaurant 38,39.65,2
9401165,280,37,2024-04-12 18:58:09,2024-04-12 19:13:09,Address 55,Restaurant 37,27.45,4
1843982,369,82,2024-05-03 17:14:09,2024-05-03 18:37:09,Address 7,Restaurant 82,8.62,5
8892584,711,20,2024-04-25 09:35:09,2024-04-25 10:20:09,Address 70,Restaurant 20,49.41,2
7258016,400,96,2024-04-05 18:43:09,2024-04-05 20:31:09,Address 97,Restaurant 96,5.63,4
520782,181,39,2024-05-04 20:21:09,2024-05-04 22:11:09,Address 52,Restaurant 39,6.32,3
8170459,657,22,2024-05-05 03:38:09,2024-05-05 05:15:09,Address 11,Restaurant 22,18.76,5
1731165,522,26,2024-04-30 05:37:09,2024-04-30 05:54:09,Address 39,Restaurant 26,36.77,1
513008,222,36,2024-04-08 08:14:09,2024-04-08 09:29:09,Address 94,Restaurant 36,20.57,5
1250110,291,5,2024-04-18 14:17:09,2024-04-18 14:58:09,Address 74,Restaurant 5,30.13,2
5662603,329,24,2024-04-06 01:11:09,2024-04-06 02:15:09,Address 91,Restaurant 24,28.81,4
4536550,667,92,2024-04-11 23:52:09,2024-04-12 00:46:09,Address 18,Restaurant 92,25.46,4
8753304,853,62,2024-04-24 18:21:09,2024-04-24 19:40:09,Address 64,Restaurant 62,34.75,2
9375179,621,4,2024-04-21 13:31:09,2024-04-21 14:24:09,Address 88,Restaurant 4,27.51,5
7972440,845,30,2024-04-29 11:28:09,2024-04-29 13:08:09,Address 65,Restaurant 30,26.01,5
6366370,154,8,2024-04-15 14:27:09,2024-04-15 15:57:09,Address 19,Restaurant 8,48.3,4
1035044,819,60,2024-04-23 02:27:09,2024-04-23 02:41:09,Address 58,Restaurant 60,7.57,3
9580467,396,66,2024-04-26 00:38:09,2024-04-26 01:32:09,Address 9,Restaurant 66,15.34,4
7183486,325,5,2024-04-06 16:25:09,2024-04-06 18:06:09,Address 77,Restaurant 5,42.25,4
1968357,368,12,2024-04-23 22:05:09,2024-04-23 22:49:09,Address 58,Restaurant 12,36.6,4
6197679,137,73,2024-04-30 08:23:09,2024-04-30 10:03:09,Address 41,Restaurant 73,48.79,5
5148153,630,84,2024-04-12 14:38:09,2024-04-12 16:25:09,Address 45,Restaurant 84,41.56,4
2599353,864,30,2024-05-02 11:46:09,2024-05-02 12:06:09,Address 38,Restaurant 30,48.59,3
6650209,406,80,2024-04-09 02:31:09,2024-04-09 03:21:09,Address 61,Restaurant 80,14.13,3
9003064,993,66,2024-04-30 04:12:09,2024-04-30 05:30:09,Address 77,Restaurant 66,37.6,5
463437,570,63,2024-04-26 13:49:09,2024-04-26 15:20:09,Address 85,Restaurant 63,12.04,2
974539,648,33,2024-04-28 22:01:09,2024-04-28 23:25:09,Address 71,Restaurant 33,26.75,4
7647336,579,17,2024-04-23 00:25:09,2024-04-23 01:56:09,Address 97,Restaurant 17,32.44,2
