order_id,customer_id,restaurant_id,order_time,delivery_time,customer_location,restaurant_location,order_value,rating
6307246,362,65,2024-04-28 20:43:09,2024-04-28 22:00:09,Address 57,Restaurant 65,14.68,5
9051055,491,88,2024-04-08 00:41:09,2024-04-08 01:32:09,Address 29,Restaurant 88,47.41,5
7627290,957,44,2024-04-11 16:49:09,2024-04-11 18:27:09,Address 26,Restaurant 44,29.02,3
6658267,626,26,2024-04-30 10:03:09,2024-04-30 11:21:09,Address 37,Restaurant 26,44.28,3
4361549,130,45,2024-04-26 17:41:09,2024-04-26 18:44:09,Address 69,Restaurant 45,44.77,4
4077766,547,84,2024-04-14 20:49:09,2024-04-14 22:15:09,Address 8,Restaurant 84,12.53,4
6325754,213,96,2024-04-13 00:27:09,2024-04-13 01:46:09,Address 38,Restaurant 96,45.64,1
9253388,949,6,2024-04-10 04:13:09,2024-04-10 04:44:09,Address 60,Restaurant 6,20.96,2
5448493,489,33,2024-04-26 09:25:09,2024-04-26 09:53:09,Address 18,Restaurant 33,43.7,1
3285514,991,46,2024-04-22 06:31:09,2024-04-22 07:00:09,Address 43,Restaurant 46,31.84,3
6456095,724,54,2024-04-08 05:48:09,2024-04-08 06:44:09,Address 90,Restaurant 54,49.7,4
4455863,223,76,2024-04-14 15:33:09,2024-04-14 15:53:09,Address 24,Restaurant 76,28.49,1
3379040,256,87,2024-05-03 17:03:09,2024-05-03 18:59:09,Address 77,Restaurant 87,24.16,5
5046817,675,96,2024-04-18 08:17:09,2024-04-18 09:53:09,Address 89,Restaurant 96,44.45,2
5142147,833,66,2024-04-20 18:05:09,2024-04-20 19:35:09,Address 59,Restaurant 66,19.39,5
3989817,760,51,2024-04-08 17:48:09,2024-04-08 19:34:09,Address 16,Restaurant 51,19.0,3
2086246,642,85,2024-05-01 10:31:09,2024-05-01 11:26:09,Address 26,Restaurant 85,14.14,1
1044241,921,26,2024-04-08 04:51:09,2024-04-08 05:32:09,Address 82,Restaurant 26,20.71,1
421061,597,65,2024-05-02 07:12:09,2024-05-02 08:00:09,Address 37,Restaurant 65,32.28,5
6961874,203,27,2024-04-23 14:21:09,2024-04-23 16:10:09,Address 96,Restaurant 27,30.35,2
7171558,187,95,2024-04-07 08:06:09,2024-04-07 08:55:09,Address 73,Restaurant 95,49.86,4
1957652,432,24,2024-04-21 00:06:09,2024-04-21 00:17:09,Address 67,Restaurant 24,12.07,5
6339850,536,97,2024-04-27 07:46:09,2024-04-27 09:27:09,Address 65,Restaurant 97,34.24,1
4636622,380,36,2024-05-03 23:44:09,2024-05-04 01:06:09,Address 1,Restaurant 36,21.94,5
2713551,340,90,2024-05-01 17:09:09,2024-05-01 18:06:09,Address 67,Restaurant 90,17.16,1
230028,416,47,2024-04-23 16:46:09,2024-04-23 17:13:09,Address 39,Restaurant 47,41.12,3
8134815,775,49,2024-04-27 10:10:09,2024-04-27 10:49:09,Address 34,Restaurant 49,31.62,3
4630955,647,66,2024-04-26 21:08:09,2024-04-26 22:20:09,Address 91,Restaurant 66,31.53,5
1006677,515,66,2024-04-25 18:39:09,2024-04-25 19:52:09,Address 14,Restaurant 66,41.12,2
7068778,378,66,2024-04-16 04:51:09,2024-04-16 05:51:09,Address 24,Restaurant 66,30.47,2
5279042,148,97,2024-04-27 07:43:09,2024-04-27 08:14:09,Address 54,Restaurant 97,23.14,3
7183146,568,6,2024-04-11 05:22:09,2024-04-11 06:33:09,Address 67,Restaurant 6,43.7,2
7647524,159,15,2024-04-17 20:49:09,2024-04-17 21:46:09,Address 16,Restaurant 15,21.2,4
2670450,385,94,2024-04-09 11:24:09,2024-04-09 12:19:09,Address 22,Restaurant 94,48.92,2
454036,791,15,2024-04-11 22:08:09,2024-04-11 23:24:09,Address 91,Restaurant 15,6.94,5
1470966,968,95,2024-05-04 01:32:09,2024-05-04 02:53:09,Address 8,Restaurant 95,46.49,5
9219945,294,38,2024-04-10 04:08:09,2024-04-10 04:24:09,Address 14,Restaurant 38,30.48,2
851099,645,30,2024-05-01 05:20:09,2024-05-01 06:35:09,Address 12,Restaurant 30,7.99,5
6455890,798,33,2024-04-16 19:56:09,2024-04-16 21:26:09,Address 63,Restaurant 33,33.02,2
7945758,942,21,2024-04-25 22:25:09,2024-04-25 23:17:09,Address 45,Restaurant 21,14.31,1
221017,431,48,2024-04-22 10:17:09,2024-04-22 12:05:09,Address 81,Restaurant 48,38.69,2
159287,146,38,2024-04-05 23:38:09,2024-04-06 01:06:09,Address 60,Restaurant 38,27.41,2
7955998,574,26,2024-04-24 20:48:09,2024-04-24 21:25:09,Address 96,Restaurant 26,42.2,2
6532137,828,5,2024-04-15 20:18:09,2024-04-15 21:39:09,Address 44,Restaurant 5,42.53,4
5927446,937,25,2024-04-25 05:16:09,2024-04-25 06:19:09,Address 66,Restaurant 25,15.5,4
6646051,672,58,2024-04-22 09:58:09,2024-04-22 10:27:09,Address 46,Restaurant 58,38.92,5
5249393,589,56,2024-04-29 23:12:09,2024-04-29 23:25:09,Address 79,Restaurant 56,22.25,1
7534181,560,65,2024-04-13 08:49:09,2024-04-13 09:47:09,Address 7,Restaurant 65,20.62,5
6468429,823,95,2024-04-23 01:13:09,2024-04-23 01:29:09,Address 93,Restaurant 95,31.39,4
3268235,123,79,2024-04-21 18:46:09,2024-04-21 18:59:09,Address 77,Restaurant 79,48.52,2
3967508,960,83,2024-05-03 13:46:09,2024-05-03 15:31:09,Address 98,Restaurant 83,43.32,5
6586735,877,62,2024-04-15 13:47:09,2024-04-15 15:27:09,Address 32,Restaurant 62,23.11,1
6893730,534,17,2024-04-21 10:09:09,2024-04-21 11:19:09,Address 13,Restaurant 17,41.15,5
1405987,991,39,2024-04-23 09:15:09,2024-04-23 09:42:09,Address 19,Restaurant 39,20.98,1
3067189,485,56,2024-04-24 10:11:09,2024-04-24 11:06:09,Address 32,Restaurant 56,17.96,3
679384,257,99,2024-05-03 22:12:09,2024-05-03 22:44:09,Address 94,Restaurant 99,7.52,5
8046644,169,59,2024-04-15 07:03:09,2024-04-15 08:08:09,Address 16,Restaurant 59,9.11,2
5604949,239,18,2024-04-18 22:47:09,2024-04-18 23:57:09,Address 9,Restaurant 18,9.88,3
6423293,955,17,2024-04-12 19:32:09,2024-04-12 20:28:09,Address 60,Restaurant 17,15.05,2
418491,666,74,2024-04-14 00:47:09,2024-04-14 01:55:09,Address 28,Restaurant 74,33.47,4
8732823,762,67,2024-04-13 00:34:09,2024-04-13 01:05:09,Address 35,Restaurant 67,11.61,1
2696560,743,41,2024-04-29 19:31:09,2024-04-29 20:04:09,Address 88,Restaurant 41,19.68,5
1391651,104,52,2024-04-19 21:32:09,2024-04-19 21:51:09,Address 9,Restaurant 52,43.21,4
5345532,129,94,2024-04-11 19:00:09,2024-04-11 20:31:09,Address 77,Restaurant 94,49.07,4
2062031,128,12,2024-04-26 23:56:09,2024-04-27 00:36:09,Address 26,Restaurant 12,41.85,5
3309626,779,21,2024-04-13 19:22:09,2024-04-13 21:12:09,Address 64,Restaurant 21,40.56,2
6855869,137,52,2024-04-26 14:14:09,2024-04-26 15:19:09,Address 91,Restaurant 52,26.82,3
6757629,933,38,2024-05-01 20:50:09,2024-05-01 21:44:09,Address 96,Restaurant 38,39.47,4
4516979,357,89,2024-04-29 20:45:09,2024-04-29 21:29:09,Address 47,Restaurant 89,29.7,3
5839694,664,51,2024-04-07 20:46:09,2024-04-07 21:53:09,Address 44,Restaurant 51,44.34,3
4169398,326,79,2024-05-05 08:57:09,2024-05-05 10:08:09,Address 96,Restaurant 79,23.25,2
1964593,805,29,2024-05-01 04:58:09,2024-05-01 06:21:09,Address 25,Restaurant 29,21.76,5
4667779,218,8,2024-04-07 00:38:09,2024-04-07 01:27:09,Address 11,Restaurant 8,5.73,2
5626566,978,56,2024-05-02 06:08:09,2024-05-02 07:23:09,Address 86,Restaurant 56,9.83,5
681690,470,51,2024-04-11 02:03:09,2024-04-11 02:35:09,Address 71,Restaurant 51,21.44,3
4822218,112,38,2024-04-06 00:52:09,2024-04-06 01:04:09,Address 80,Restaurant 38,26.71,5
6368145,959,23,2024-04-15 02:00:09,2024-04-15 02:27:09,Address 13,Restaurant 23,28.66,2
3940926,983,19,2024-04-22 03:02:09,2024-04-22 03:21:09,Address 55,Restaurant 19,16.74,2
9281257,617,99,2024-04-28 08:11:09,2024-04-28 09:23:09,Address 71,Restaurant 99,26.32,1
1428249,356,32,2024-04-29 06:58:09,2024-04-29 08:33:09,Address 77,Restaurant 32,25.04,4
5396399,152,80,2024-04-25 17:48:09,2024-04-25 19:17:09,Address 42,Restaurant 80,35.49,2
8426942,979,51,2024-04-11 18:18:09,2024-04-11 19:03:09,Address 59,Restaurant 51,49.04,5
5501458,219,48,2024-04-07 02:42:09,2024-04-07 04:06:09,Address 50,Restaurant 48,11.43,3
5353080,986,90,2024-04-18 09:03:09,2024-04-18 10:47:09,Address 5,Restaurant 90,45.8,2
3806157,534,63,2024-04-30 21:14:09,2024-04-30 22:57:09,Address 78,Restaurant 63,42.18,5
7637113,629,84,2024-04-16 00:41:09,2024-04-16 00:55:09,Address 33,Restaurant 84,45.8,5
3142757,808,16,2024-04-15 17:57:09,2024-04-15 19:53:09,Address 6,Restaurant 16,10.75,3
1905160,339,91,2024-04-30 01:20:09,2024-04-30 03:04:09,Address 97,Restaurant 91,44.76,2
3427925,722,96,2024-04-15 10:17:09,2024-04-15 11:58:09,Address 30,Restaurant 96,40.44,4
9111683,563,48,2024-04-24 04:11:09,2024-04-24 05:45:09,Address 62,Restaurant 48,41.92,1
8795674,967,83,2024-04-27 13:59:09,2024-04-27 14:52:09,Address 34,Restaurant 83,10.09,2
8398303,568,23,2024-04-26 00:07:09,2024-04-26 02:00:09,Address 63,Restaurant 23,42.99,3
6824490,390,30,2024-04-28 22:01:09,2024-04-28 23:40:09,Address 46,Restaurant 30,26.25,4
6367540,473,49,2024-04-07 10:03:09,2024-04-07 10:33:09,Address 15,Restaurant 49,32.5,5
5423435,584,33,2024-04-17 07:54:09,2024-04-17 08:05:09,Address 71,Restaurant 33,45.25,3
4400687,124,10,2024-04-21 19:13:09,2024-04-21 20:42:09,Address 39,Restaurant 10,31.05,3
7198854,427,85,2024-05-04 00:13:09,2024-05-04 00:59:09,Address 57,Restaurant 85,37.39,2
3562377,184,46,2024-04-17 01:50:09,2024-04-17 02:30:09,Address 15,Restaurant 46,38.33,3
1562080,226,12,2024-04-20 20:46:09,2024-04-20 22:08:09,Address 100,Restaurant 12,21.88,1
4106061,590,99,2024-04-19 06:56:09,2024-04-19 07:24:09,Address 26,Restaurant 99,9.3,1
3120946,191,63,2024-04-10 08:22:09,2024-04-10 09:37:09,Address 17,Restaurant 63,12.28,2
1847621,981,29,2024-05-03 17:30:09,2024-05-03 18:45:09,Address 79,Restaurant 29,17.37,5
9848207,857,19,2024-04-12 21:39:09,2024-04-12 22:25:09,Address 36,Restaurant 19,15.94,3
7165479,940,23,2024-04-06 06:15:09,2024-04-06 07:00:09,Address 67,Restaurant 23,18.22,1
4456155,634,81,2024-05-01 13:42:09,2024-05-01 14:55:09,Address 18,Restaurant 81,40.31,5
1647108,925,33,2024-04-11 10:51:09,2024-04-11 12:51:09,Address 52,Restaurant 33,17.76,1
6025775,897,73,2024-04-10 20:16:09,2024-04-10 21:13:09,Address 96,Restaurant 73,36.0,5
1834898,127,50,2024-04-24 20:21:09,2024-04-24 20:57:09,Address 38,Restaurant 50,17.55,2
9785322,256,39,2024-04-11 09:42:09,2024-04-11 10:51:09,Address 7,Restaurant 39,10.1,4
7158532,561,44,2024-04-17 17:11:09,2024-04-17 17:22:09,Address 35,Restaurant 44,6.92,1
6360553,473,14,2024-04-23 02:03:09,2024-04-23 02:20:09,Address 53,Restaurant 14,44.12,1
2228302,999,45,2024-04-27 01:02:09,2024-04-27 01:17:09,Address 40,Restaurant 45,24.75,3
6623485,317,60,2024-04-21 00:00:09,2024-04-21 00:29:09,Address 68,Restaurant 60,33.43,4
2739887,860,53,2024-04-25 21:45:09,2024-04-25 22:18:09,Address 35,Restaurant 53,30.36,4
8788654,695,88,2024-04-28 17:18:09,2024-04-28 18:27:09,Address 88,Restaurant 88,8.06,1
2963772,188,71,2024-04-19 16:31:09,2024-04-19 18:21:09,Address 83,Restaurant 71,44.75,1
4201096,334,44,2024-04-26 04:52:09,2024-04-26 06:14:09,Address 2,Restaurant 44,27.28,4
7638803,628,56,2024-04-21 14:33:09,2024-04-21 15:31:09,Address 43,Restaurant 56,25.31,4
7137828,720,65,2024-04-08 20:13:09,2024-04-08 21:01:09,Address 75,Restaurant 65,20.46,1
5888486,304,93,2024-04-13 14:53:09,2024-04-13 16:17:09,Address 74,Restaurant 93,39.48,2
1222277,166,47,2024-04-09 23:58:09,2024-04-10 01:43:09,Address 13,Restaurant 47,30.77,2
1189860,446,80,2024-04-08 22:44:09,2024-04-08 23:49:09,Address 96,Restaurant 80,31.89,4
3337107,477,3,2024-04-21 18:17:09,2024-04-21 19:27:09,Address 30,Restaurant 3,26.37,2
9641259,505,92,2024-04-06 17:24:09,2024-04-06 18:01:09,Address 34,Restaurant 92,26.03,1
827878,235,55,2024-04-20 19:56:09,2024-04-20 20:45:09,Address 66,Restaurant 55,29.38,1
5215326,879,42,2024-04-24 07:47:09,2024-04-24 08:14:09,Address 36,Restaurant 42,13.34,1
4967579,285,64,2024-04-18 02:05:09,2024-04-18 02:37:09,Address 16,Restaurant 64,41.06,2
8126441,649,51,2024-04-24 00:01:09,2024-04-24 00:52:09,Address 60,Restaurant 51,41.9,1
3918376,900,77,2024-04-06 13:49:09,2024-04-06 14:40:09,Address 6,Restaurant 77,26.95,4
2448718,299,89,2024-04-08 01:11:09,2024-04-08 02:26:09,Address 30,Restaurant 89,35.99,5
483363,959,94,2024-04-22 00:41:09,2024-04-22 01:53:09,Address 12,Restaurant 94,35.86,1
4126189,995,60,2024-04-15 15:12:09,2024-04-15 16:00:09,Address 83,Restaurant 60,7.75,2
7399185,719,60,2024-05-04 10:47:09,2024-05-04 12:07:09,Address 90,Restaurant 60,11.8,3
4592807,877,37,2024-04-08 00:38:09,2024-04-08 02:21:09,Address 86,Restaurant 37,8.79,5
4140394,866,45,2024-04-27 22:40:09,2024-04-27 23:08:09,Address 48,Restaurant 45,48.8,4
1386095,270,87,2024-05-01 22:58:09,2024-05-02 00:24:09,Address 35,Restaurant 87,6.32,2
771126,860,52,2024-04-18 20:28:09,2024-04-18 21:42:09,Address 57,Restaurant 52,14.67,2
6045707,132,62,2024-04-24 01:43:09,2024-04-24 02:11:09,Address 76,Restaurant 62,39.07,5
7410592,983,75,2024-04-22 16:33:09,2024-04-22 17:54:09,Address 36,Restaurant 75,41.37,2
5439433,758,26,2024-04-24 18:05:09,2024-04-24 18:17:09,Address 20,Restaurant 26,13.41,2
4661796,296,75,2024-04-07 09:32:09,2024-04-07 11:30:09,Address 15,Restaurant 75,24.45,4
3245875,646,91,2024-04-17 15:31:09,2024-04-17 15:58:09,Address 60,Restaurant 91,37.87,3
600244,935,72,2024-04-28 22:18:09,2024-04-28 23:15:09,Address 16,Restaurant 72,47.99,5
4596298,378,51,2024-05-03 05:21:09,2024-05-03 05:34:09,Address 49,Restaurant 51,30.49,4
5244438,296,66,2024-04-13 04:37:09,2024-04-13 05:05:09,Address 62,Restaurant 66,12.28,2
5431823,808,44,2024-04-18 03:13:09,2024-04-18 04:23:09,Address 20,Restaurant 44,8.43,2
2366507,649,96,2024-04-26 22:08:09,2024-04-26 23:11:09,Address 7,Restaurant 96,48.75,3
8084563,651,61,2024-04-22 08:32:09,2024-04-22 09:04:09,Address 54,Restaurant 61,5.53,3
8000980,505,84,2024-04-22 15:22:09,2024-04-22 16:37:09,Address 68,Restaurant 84,47.42,2
8849237,868,36,2024-04-20 03:04:09,2024-04-20 04:36:09,Address 58,Restaurant 36,5.15,3
5132114,318,78,2024-04-21 21:56:09,2024-04-21 23:51:09,Address 80,Restaurant 78,23.62,3
1706563,406,45,2024-04-23 03:47:09,2024-04-23 05:15:09,Address 37,Restaurant 45,26.0,4
3086195,681,98,2024-04-12 11:25:09,2024-04-12 12:10:09,Address 51,Restaurant 98,16.65,4
237585,984,79,2024-04-12 14:40:09,2024-04-12 16:06:09,Address 13,Restaurant 79,29.29,1
260298,707,52,2024-05-01 08:14:09,2024-05-01 08:57:09,Address 17,Restaurant 52,47.0,1
9653881,574,63,2024-04-21 05:21:09,2024-04-21 06:08:09,Address 63,Restaurant 63,45.39,4
5232623,427,71,2024-04-07 10:49:09,2024-04-07 12:31:09,Address 83,Restaurant 71,13.49,5
5221675,674,37,2024-04-13 18:50:09,2024-04-13 19:05:09,Address 37,Restaurant 37,47.18,5
8935541,215,15,2024-05-01 02:25:09,2024-05-01 02:36:09,Address 85,Restaurant 15,17.76,1
1549454,874,12,2024-04-13 04:22:09,2024-04-13 05:03:09,Address 80,Restaurant 12,15.83,1
6591705,193,61,2024-04-26 23:06:09,2024-04-26 23:45:09,Address 73,Restaurant 61,21.13,1
5835996,101,24,2024-04-07 13:52:09,2024-04-07 15:42:09,Address 9,Restaurant 24,42.73,2
2185233,801,35,2024-05-04 15:22:09,2024-05-04 16:50:09,Address 53,Restaurant 35,19.27,4
5278058,837,27,2024-04-09 16:37:09,2024-04-09 16:57:09,Address 44,Restaurant 27,27.15,2
9804223,699,83,2024-04-23 22:41:09,2024-04-23 23:49:09,Address 44,Restaurant 83,14.18,2
2451199,899,69,2024-04-26 03:41:09,2024-04-26 05:08:09,Address 52,Restaurant 69,45.79,1
3064966,835,45,2024-04-25 15:25:09,2024-04-25 16:29:09,Address 43,Restaurant 45,22.62,3
6804412,369,11,2024-04-20 14:27:09,2024-04-20 14:58:09,Address 36,Restaurant 11,8.28,1
3789263,950,38,2024-04-21 03:49:09,2024-04-21 05:33:09,Address 40,Restaurant 38,45.79,5
9630625,558,15,2024-04-25 02:27:09,2024-04-25 03:21:09,Address 85,Restaurant 15,44.24,2
9891392,778,31,2024-04-09 19:54:09,2024-04-09 21:40:09,Address 47,Restaurant 31,9.21,4
7390385,277,65,2024-04-27 18:45:09,2024-04-27 20:04:09,Address 88,Restaurant 65,38.95,1
1888056,518,59,2024-04-05 22:50:09,2024-04-06 00:30:09,Address 47,Restaurant 59,45.82,4
6884672,898,84,2024-04-26 18:32:09,2024-04-26 18:47:09,Address 95,Restaurant 84,35.68,4
1487253,333,76,2024-04-23 11:38:09,2024-04-23 12:55:09,Address 95,Restaurant 76,6.38,2
5886885,114,71,2024-05-01 22:35:09,2024-05-01 23:32:09,Address 60,Restaurant 71,26.88,1
1518317,747,19,2024-04-06 17:13:09,2024-04-06 19:11:09,Address 20,Restaurant 19,18.27,5
8586164,598,35,2024-04-12 04:53:09,2024-04-12 05:33:09,Address 68,Restaurant 35,21.28,4
2113659,462,61,2024-04-16 14:53:09,2024-04-16 15:14:09,Address 48,Restaurant 61,43.13,4
7726787,249,37,2024-04-29 21:37:09,2024-04-29 23:12:09,Address 80,Restaurant 37,25.03,2
7560959,945,78,2024-04-25 18:43:09,2024-04-25 20:34:09,Address 22,Restaurant 78,26.13,2
770379,356,10,2024-05-04 20:22:09,2024-05-04 21:14:09,Address 71,Restaurant 10,42.46,2
4796286,249,27,2024-04-12 01:07:09,2024-04-12 02:56:09,Address 96,Restaurant 27,16.55,1
8019753,926,59,2024-04-07 08:16:09,2024-04-07 08:26:09,Address 25,Restaurant 59,23.71,3
8599381,640,14,2024-04-06 07:44:09,2024-04-06 07:57:09,Address 80,Restaurant 14,29.32,4
479187,775,13,2024-04-29 02:09:09,2024-04-29 02:23:09,Address 65,Restaurant 13,27.42,3
2951540,746,36,2024-04-29 21:24:09,2024-04-29 21:54:09,Address 16,Restaurant 36,40.48,1
7522704,280,95,2024-04-24 23:49:09,2024-04-25 01:21:09,Address 14,Restaurant 95,13.66,3
1355471,518,57,2024-05-02 19:23:09,2024-05-02 21:19:09,Address 18,Restaurant 57,34.1,2
2181571,564,14,2024-04-27 23:22:09,2024-04-28 01:07:09,Address 49,Restaurant 14,37.71,1
2010742,772,28,2024-04-05 19:45:09,2024-04-05 20:14:09,Address 84,Restaurant 28,16.43,4
4758940,364,43,2024-04-08 04:38:09,2024-04-08 05:20:09,Address 33,Restaurant 43,24.93,4
7817555,401,71,2024-04-28 04:04:09,2024-04-28 05:42:09,Address 80,Restaurant 71,22.58,5
6338350,596,27,2024-04-13 09:22:09,2024-04-13 10:25:09,Address 96,Restaurant 27,37.7,5
2418009,189,24,2024-05-04 08:27:09,2024-05-04 09:18:09,Address 53,Restaurant 24,32.39,3
3457734,946,25,2024-04-20 20:27:09,2024-04-20 20:41:09,Address 30,Restaurant 25,8.79,2
4777025,484,1,2024-04-11 08:34:09,2024-04-11 08:52:09,Address 50,Restaurant 1,43.65,4
796915,521,65,2024-04-06 14:31:09,2024-04-06 16:10:09,Address 86,Restaurant 65,48.1,3
2016558,615,94,2024-05-03 23:46:09,2024-05-04 00:05:09,Address 2,Restaurant 94,35.64,3
4017620,541,9,2024-04-21 09:26:09,2024-04-21 10:45:09,Address 89,Restaurant 9,20.76,4
9584918,871,89,2024-04-28 07:50:09,2024-04-28 08:39:09,Address 88,Restaurant 89,32.24,5
7931422,265,62,2024-04-20 09:20:09,2024-04-20 10:19:09,Address 45,Restaurant 62,46.31,3
7036729,549,81,2024-04-26 09:21:09,2024-04-26 09:31:09,Address 47,Restaurant 81,29.5,1
8482294,955,45,2024-04-27 14:36:09,2024-04-27 14:55:09,Address 71,Restaurant 45,22.96,3
1365158,259,78,2024-04-22 17:17:09,2024-04-22 18:40:09,Address 20,Restaurant 78,41.1,3
3559834,516,66,2024-04-17 21:32:09,2024-04-17 22:18:09,Address 2,Restaurant 66,31.11,5
8368678,709,22,2024-04-25 21:44:09,2024-04-25 23:43:09,Address 28,Restaurant 22,46.64,1
8699061,520,11,2024-05-03 09:10:09,2024-05-03 11:07:09,Address 21,Restaurant 11,10.56,5
1528577,400,27,2024-04-17 20:46:09,2024-04-17 21:54:09,Address 85,Restaurant 27,15.21,5
6204058,806,88,2024-04-10 03:08:09,2024-04-10 03:57:09,Address 55,Restaurant 88,8.41,1
3318114,588,69,2024-04-26 15:28:09,2024-04-26 16:13:09,Address 19,Restaurant 69,25.33,2
7418387,522,72,2024-04-29 05:32:09,2024-04-29 06:22:09,Address 76,Restaurant 72,39.45,2
5016629,577,51,2024-05-02 11:52:09,2024-05-02 13:21:09,Address 9,Restaurant 51,33.19,1
4102378,333,15,2024-04-25 02:50:09,2024-04-25 03:49:09,Address 56,Restaurant 15,45.84,3
5138544,355,48,2024-04-26 01:49:09,2024-04-26 03:20:09,Address 64,Restaurant 48,46.42,2
3815718,611,13,2024-04-11 09:11:09,2024-04-11 10:48:09,Address 37,Restaurant 13,9.36,3
6748462,557,52,2024-04-18 17:42:09,2024-04-18 18:58:09,Address 94,Restaurant 52,31.29,5
9678491,625,34,2024-04-14 21:58:09,2024-04-14 23:11:09,Address 49,Restaurant 34,40.58,4
5893959,159,18,2024-04-29 03:32:09,2024-04-29 05:30:09,Address 23,Restaurant 18,7.85,2
7685993,120,6,2024-04-29 19:30:09,2024-04-29 20:57:09,Address 35,Restaurant 6,30.4,5
9809834,768,97,2024-05-04 15:16:09,2024-05-04 16:44:09,Address 35,Restaurant 97,48.13,5
4849442,395,66,2024-05-05 04:46:09,2024-05-05 06:25:09,Address 5,Restaurant 66,46.64,1
4526266,932,14,2024-04-25 01:42:09,2024-04-25 03:25:09,Address 81,Restaurant 14,29.74,4
4234717,477,84,2024-04-26 00:19:09,2024-04-26 01:51:09,Address 37,Restaurant 84,35.8,3
2462963,322,37,2024-04-06 18:51:09,2024-04-06 19:13:09,Address 7,Restaurant 37,38.97,3
5892117,695,29,2024-04-21 03:32:09,2024-04-21 05:14:09,Address 3,Restaurant 29,10.56,2
9886654,352,21,2024-05-01 06:14:09,2024-05-01 06:33:09,Address 84,Restaurant 21,5.53,2
6304060,362,18,2024-04-15 08:58:09,2024-04-15 09:57:09,Address 57,Restaurant 18,38.34,3
2413533,336,98,2024-04-29 13:15:09,2024-04-29 14:48:09,Address 96,Restaurant 98,43.39,2
1743456,752,3,2024-05-01 20:49:09,2024-05-01 22:25:09,Address 27,Restaurant 3,37.87,5
8354177,994,80,2024-05-04 02:32:09,2024-05-04 04:17:09,Address 52,Restaurant 80,45.5,4
7623583,685,49,2024-04-09 21:39:09,2024-04-09 21:53:09,Address 10,Restaurant 49,37.47,5
8847322,682,4,2024-04-22 07:34:09,2024-04-22 09:14:09,Address 41,Restaurant 4,5.66,3
